SampleID,HmGene,Chr,Start,HPVType,HPVStart,HPVGene,Support,Split,HmStrand,HPVStrand,Source,annot,from,SampleID_HPV,SampleID_HmGene,sample_chr_start,total_read,HmGene_chr_start_annot,unique_ID
2536-KZ-34-FS,LINC02353,chr4,31676236,HPV16,1340,E1,2,4,+,+,Survirus,right_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_LINC02353,2536-KZ-34-FS_chr4_31676236,6,LINC02353_chr4_31676236_right_one_HPV16_1340,2536-KZ-34-FS_LINC02353_chr4_31676236_HPV16_1340
2536-KZ-34-FS,PCDH7,chr4,31676236,HPV16,1340,E1,2,4,+,+,Survirus,left_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_PCDH7,2536-KZ-34-FS_chr4_31676236,6,PCDH7_chr4_31676236_left_two_HPV16_1340,2536-KZ-34-FS_PCDH7_chr4_31676236_HPV16_1340
2536-KZ-34-FS,ARAP2,chr4,31676236,HPV16,1340,E1,2,4,+,+,Survirus,right_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_ARAP2,2536-KZ-34-FS_chr4_31676236,6,ARAP2_chr4_31676236_right_two_HPV16_1340,2536-KZ-34-FS_ARAP2_chr4_31676236_HPV16_1340
2536-KZ-1-FS,MIR548AG1,chr4,60105050,HPV18,6867,L1,122,215,+,-,Survirus,integration,neargenes,2536-KZ-1-FS_HPV18,2536-KZ-1-FS_MIR548AG1,2536-KZ-1-FS_chr4_60105050,337,MIR548AG1_chr4_60105050_integration_HPV18_6867,2536-KZ-1-FS_MIR548AG1_chr4_60105050_HPV18_6867
2536-KZ-1-FS,LINC02429,chr4,60105050,HPV18,6867,L1,122,215,+,-,Survirus,left_one,neargenes,2536-KZ-1-FS_HPV18,2536-KZ-1-FS_LINC02429,2536-KZ-1-FS_chr4_60105050,337,LINC02429_chr4_60105050_left_one_HPV18_6867,2536-KZ-1-FS_LINC02429_chr4_60105050_HPV18_6867
2536-KZ-1-FS,ADGRL3,chr4,60105050,HPV18,6867,L1,122,215,+,-,Survirus,right_one,neargenes,2536-KZ-1-FS_HPV18,2536-KZ-1-FS_ADGRL3,2536-KZ-1-FS_chr4_60105050,337,ADGRL3_chr4_60105050_right_one_HPV18_6867,2536-KZ-1-FS_ADGRL3_chr4_60105050_HPV18_6867
2536-KZ-1-FS,LINC02494,chr4,60105050,HPV18,6867,L1,122,215,+,-,Survirus,left_two,neargenes,2536-KZ-1-FS_HPV18,2536-KZ-1-FS_LINC02494,2536-KZ-1-FS_chr4_60105050,337,LINC02494_chr4_60105050_left_two_HPV18_6867,2536-KZ-1-FS_LINC02494_chr4_60105050_HPV18_6867
2536-KZ-1-FS,ADGRL3-AS1,chr4,60105050,HPV18,6867,L1,122,215,+,-,Survirus,right_two,neargenes,2536-KZ-1-FS_HPV18,2536-KZ-1-FS_ADGRL3-AS1,2536-KZ-1-FS_chr4_60105050,337,ADGRL3-AS1_chr4_60105050_right_two_HPV18_6867,2536-KZ-1-FS_ADGRL3-AS1_chr4_60105050_HPV18_6867
2536-KZ-34-FS,RAPGEF2,chr4,160128383,HPV16,679,E7,2,3,-,+,Survirus,integration,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_RAPGEF2,2536-KZ-34-FS_chr4_160128383,5,RAPGEF2_chr4_160128383_integration_HPV16_679,2536-KZ-34-FS_RAPGEF2_chr4_160128383_HPV16_679
2536-KZ-34-FS,MIR3688-1,chr4,160128383,HPV16,679,E7,2,3,-,+,Survirus,left_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_MIR3688-1,2536-KZ-34-FS_chr4_160128383,5,MIR3688-1_chr4_160128383_left_one_HPV16_679,2536-KZ-34-FS_MIR3688-1_chr4_160128383_HPV16_679
2536-KZ-34-FS,FSTL5,chr4,160128383,HPV16,679,E7,2,3,-,+,Survirus,right_one,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_FSTL5,2536-KZ-34-FS_chr4_160128383,5,FSTL5_chr4_160128383_right_one_HPV16_679,2536-KZ-34-FS_FSTL5_chr4_160128383_HPV16_679
2536-KZ-34-FS,NAF1,chr4,160128383,HPV16,679,E7,2,3,-,+,Survirus,left_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_NAF1,2536-KZ-34-FS_chr4_160128383,5,NAF1_chr4_160128383_left_two_HPV16_679,2536-KZ-34-FS_NAF1_chr4_160128383_HPV16_679
2536-KZ-34-FS,C4orf45,chr4,160128383,HPV16,679,E7,2,3,-,+,Survirus,right_two,neargenes,2536-KZ-34-FS_HPV16,2536-KZ-34-FS_C4orf45,2536-KZ-34-FS_chr4_160128383,5,C4orf45_chr4_160128383_right_two_HPV16_679,2536-KZ-34-FS_C4orf45_chr4_160128383_HPV16_679
4165-SS-24,ZDHHC11,chr5,801561,HPV16,3865,LCR,4,7,+,+,Survirus,integration,neargenes,4165-SS-24_HPV16,4165-SS-24_ZDHHC11,4165-SS-24_chr5_801561,11,ZDHHC11_chr5_801561_integration_HPV16_3865,4165-SS-24_ZDHHC11_chr5_801561_HPV16_3865
4165-SS-24,TPPP,chr5,801561,HPV16,3865,LCR,4,7,+,+,Survirus,left_one,neargenes,4165-SS-24_HPV16,4165-SS-24_TPPP,4165-SS-24_chr5_801561,11,TPPP_chr5_801561_left_one_HPV16_3865,4165-SS-24_TPPP_chr5_801561_HPV16_3865
4165-SS-24,BRD9,chr5,801561,HPV16,3865,LCR,4,7,+,+,Survirus,right_one,neargenes,4165-SS-24_HPV16,4165-SS-24_BRD9,4165-SS-24_chr5_801561,11,BRD9_chr5_801561_right_one_HPV16_3865,4165-SS-24_BRD9_chr5_801561_HPV16_3865
4165-SS-24,CEP72,chr5,801561,HPV16,3865,LCR,4,7,+,+,Survirus,left_two,neargenes,4165-SS-24_HPV16,4165-SS-24_CEP72,4165-SS-24_chr5_801561,11,CEP72_chr5_801561_left_two_HPV16_3865,4165-SS-24_CEP72_chr5_801561_HPV16_3865
4165-SS-24,MIR4456,chr5,801561,HPV16,3865,LCR,4,7,+,+,Survirus,right_two,neargenes,4165-SS-24_HPV16,4165-SS-24_MIR4456,4165-SS-24_chr5_801561,11,MIR4456_chr5_801561_right_two_HPV16_3865,4165-SS-24_MIR4456_chr5_801561_HPV16_3865
3687-SS-8,LINC02223,chr5,18707724,HPV16,2660,E1,75,122,+,+,Survirus,integration,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02223,3687-SS-8_chr5_18707724,197,LINC02223_chr5_18707724_integration_HPV16_2660,3687-SS-8_LINC02223_chr5_18707724_HPV16_2660
3687-SS-8,LINC02218,chr5,18707724,HPV16,2660,E1,75,122,+,+,Survirus,left_one,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02218,3687-SS-8_chr5_18707724,197,LINC02218_chr5_18707724_left_one_HPV16_2660,3687-SS-8_LINC02218_chr5_18707724_HPV16_2660
3687-SS-8,CDH18,chr5,18707724,HPV16,2660,E1,75,122,+,+,Survirus,right_one,neargenes,3687-SS-8_HPV16,3687-SS-8_CDH18,3687-SS-8_chr5_18707724,197,CDH18_chr5_18707724_right_one_HPV16_2660,3687-SS-8_CDH18_chr5_18707724_HPV16_2660
3687-SS-8,LINC02217,chr5,18707724,HPV16,2660,E1,75,122,+,+,Survirus,left_two,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02217,3687-SS-8_chr5_18707724,197,LINC02217_chr5_18707724_left_two_HPV16_2660,3687-SS-8_LINC02217_chr5_18707724_HPV16_2660
3687-SS-8,CDH12,chr5,18707724,HPV16,2660,E1,75,122,+,+,Survirus,right_two,neargenes,3687-SS-8_HPV16,3687-SS-8_CDH12,3687-SS-8_chr5_18707724,197,CDH12_chr5_18707724_right_two_HPV16_2660,3687-SS-8_CDH12_chr5_18707724_HPV16_2660
3687-SS-8,LINC02223,chr5,18701545,HPV16,2890,E2,25,47,-,-,Survirus,integration,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02223,3687-SS-8_chr5_18701545,72,LINC02223_chr5_18701545_integration_HPV16_2890,3687-SS-8_LINC02223_chr5_18701545_HPV16_2890
3687-SS-8,LINC02218,chr5,18701545,HPV16,2890,E2,25,47,-,-,Survirus,left_one,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02218,3687-SS-8_chr5_18701545,72,LINC02218_chr5_18701545_left_one_HPV16_2890,3687-SS-8_LINC02218_chr5_18701545_HPV16_2890
3687-SS-8,CDH18,chr5,18701545,HPV16,2890,E2,25,47,-,-,Survirus,right_one,neargenes,3687-SS-8_HPV16,3687-SS-8_CDH18,3687-SS-8_chr5_18701545,72,CDH18_chr5_18701545_right_one_HPV16_2890,3687-SS-8_CDH18_chr5_18701545_HPV16_2890
3687-SS-8,LINC02217,chr5,18701545,HPV16,2890,E2,25,47,-,-,Survirus,left_two,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02217,3687-SS-8_chr5_18701545,72,LINC02217_chr5_18701545_left_two_HPV16_2890,3687-SS-8_LINC02217_chr5_18701545_HPV16_2890
3687-SS-8,CDH12,chr5,18701545,HPV16,2890,E2,25,47,-,-,Survirus,right_two,neargenes,3687-SS-8_HPV16,3687-SS-8_CDH12,3687-SS-8_chr5_18701545,72,CDH12_chr5_18701545_right_two_HPV16_2890,3687-SS-8_CDH12_chr5_18701545_HPV16_2890
3687-SS-8,LINC02223,chr5,18704998,HPV16,5154,L2,32,58,-,+,Survirus,integration,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02223,3687-SS-8_chr5_18704998,90,LINC02223_chr5_18704998_integration_HPV16_5154,3687-SS-8_LINC02223_chr5_18704998_HPV16_5154
3687-SS-8,LINC02218,chr5,18704998,HPV16,5154,L2,32,58,-,+,Survirus,left_one,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02218,3687-SS-8_chr5_18704998,90,LINC02218_chr5_18704998_left_one_HPV16_5154,3687-SS-8_LINC02218_chr5_18704998_HPV16_5154
3687-SS-8,CDH18,chr5,18704998,HPV16,5154,L2,32,58,-,+,Survirus,right_one,neargenes,3687-SS-8_HPV16,3687-SS-8_CDH18,3687-SS-8_chr5_18704998,90,CDH18_chr5_18704998_right_one_HPV16_5154,3687-SS-8_CDH18_chr5_18704998_HPV16_5154
3687-SS-8,LINC02217,chr5,18704998,HPV16,5154,L2,32,58,-,+,Survirus,left_two,neargenes,3687-SS-8_HPV16,3687-SS-8_LINC02217,3687-SS-8_chr5_18704998,90,LINC02217_chr5_18704998_left_two_HPV16_5154,3687-SS-8_LINC02217_chr5_18704998_HPV16_5154
3687-SS-8,CDH12,chr5,18704998,HPV16,5154,L2,32,58,-,+,Survirus,right_two,neargenes,3687-SS-8_HPV16,3687-SS-8_CDH12,3687-SS-8_chr5_18704998,90,CDH12_chr5_18704998_right_two_HPV16_5154,3687-SS-8_CDH12_chr5_18704998_HPV16_5154
4165-SS-41,RIMS1,chr6,72167356,HPV16,4872,L2,5,10,+,-,Survirus,integration,neargenes,4165-SS-41_HPV16,4165-SS-41_RIMS1,4165-SS-41_chr6_72167356,15,RIMS1_chr6_72167356_integration_HPV16_4872,4165-SS-41_RIMS1_chr6_72167356_HPV16_4872
4165-SS-41,LINC01626,chr6,72167356,HPV16,4872,L2,5,10,+,-,Survirus,left_one,neargenes,4165-SS-41_HPV16,4165-SS-41_LINC01626,4165-SS-41_chr6_72167356,15,LINC01626_chr6_72167356_left_one_HPV16_4872,4165-SS-41_LINC01626_chr6_72167356_HPV16_4872
4165-SS-41,KCNQ5,chr6,72167356,HPV16,4872,L2,5,10,+,-,Survirus,right_one,neargenes,4165-SS-41_HPV16,4165-SS-41_KCNQ5,4165-SS-41_chr6_72167356,15,KCNQ5_chr6_72167356_right_one_HPV16_4872,4165-SS-41_KCNQ5_chr6_72167356_HPV16_4872
4165-SS-41,LINC00472,chr6,72167356,HPV16,4872,L2,5,10,+,-,Survirus,left_two,neargenes,4165-SS-41_HPV16,4165-SS-41_LINC00472,4165-SS-41_chr6_72167356,15,LINC00472_chr6_72167356_left_two_HPV16_4872,4165-SS-41_LINC00472_chr6_72167356_HPV16_4872
4165-SS-41,KCNQ5-IT1,chr6,72167356,HPV16,4872,L2,5,10,+,-,Survirus,right_two,neargenes,4165-SS-41_HPV16,4165-SS-41_KCNQ5-IT1,4165-SS-41_chr6_72167356,15,KCNQ5-IT1_chr6_72167356_right_two_HPV16_4872,4165-SS-41_KCNQ5-IT1_chr6_72167356_HPV16_4872
4165-SS-34,HBS1L,chr6,135095305,HPV16,1119,E1,7,15,+,+,Survirus,integration,neargenes,4165-SS-34_HPV16,4165-SS-34_HBS1L,4165-SS-34_chr6_135095305,22,HBS1L_chr6_135095305_integration_HPV16_1119,4165-SS-34_HBS1L_chr6_135095305_HPV16_1119
4165-SS-34,ALDH8A1,chr6,135095305,HPV16,1119,E1,7,15,+,+,Survirus,left_one,neargenes,4165-SS-34_HPV16,4165-SS-34_ALDH8A1,4165-SS-34_chr6_135095305,22,ALDH8A1_chr6_135095305_left_one_HPV16_1119,4165-SS-34_ALDH8A1_chr6_135095305_HPV16_1119
4165-SS-34,MYB,chr6,135095305,HPV16,1119,E1,7,15,+,+,Survirus,right_one,neargenes,4165-SS-34_HPV16,4165-SS-34_MYB,4165-SS-34_chr6_135095305,22,MYB_chr6_135095305_right_one_HPV16_1119,4165-SS-34_MYB_chr6_135095305_HPV16_1119
4165-SS-34,LINC01010,chr6,135095305,HPV16,1119,E1,7,15,+,+,Survirus,left_two,neargenes,4165-SS-34_HPV16,4165-SS-34_LINC01010,4165-SS-34_chr6_135095305,22,LINC01010_chr6_135095305_left_two_HPV16_1119,4165-SS-34_LINC01010_chr6_135095305_HPV16_1119
4165-SS-34,SGK1,chr6,135095305,HPV16,1119,E1,7,15,+,+,Survirus,right_two,neargenes,4165-SS-34_HPV16,4165-SS-34_SGK1,4165-SS-34_chr6_135095305,22,SGK1_chr6_135095305_right_two_HPV16_1119,4165-SS-34_SGK1_chr6_135095305_HPV16_1119
4165-SS-31,E2F3,chr6,20401057,HPV16,4331,L2,14,27,-,+,Survirus,integration,neargenes,4165-SS-31_HPV16,4165-SS-31_E2F3,4165-SS-31_chr6_20401057,41,E2F3_chr6_20401057_integration_HPV16_4331,4165-SS-31_E2F3_chr6_20401057_HPV16_4331
4165-SS-31,MBOAT1,chr6,20401057,HPV16,4331,L2,14,27,-,+,Survirus,left_one,neargenes,4165-SS-31_HPV16,4165-SS-31_MBOAT1,4165-SS-31_chr6_20401057,41,MBOAT1_chr6_20401057_left_one_HPV16_4331,4165-SS-31_MBOAT1_chr6_20401057_HPV16_4331
4165-SS-31,CDKAL1,chr6,20401057,HPV16,4331,L2,14,27,-,+,Survirus,right_one,neargenes,4165-SS-31_HPV16,4165-SS-31_CDKAL1,4165-SS-31_chr6_20401057,41,CDKAL1_chr6_20401057_right_one_HPV16_4331,4165-SS-31_CDKAL1_chr6_20401057_HPV16_4331
4165-SS-31,ID4,chr6,20401057,HPV16,4331,L2,14,27,-,+,Survirus,left_two,neargenes,4165-SS-31_HPV16,4165-SS-31_ID4,4165-SS-31_chr6_20401057,41,ID4_chr6_20401057_left_two_HPV16_4331,4165-SS-31_ID4_chr6_20401057_HPV16_4331
4165-SS-31,LINC00581,chr6,20401057,HPV16,4331,L2,14,27,-,+,Survirus,right_two,neargenes,4165-SS-31_HPV16,4165-SS-31_LINC00581,4165-SS-31_chr6_20401057,41,LINC00581_chr6_20401057_right_two_HPV16_4331,4165-SS-31_LINC00581_chr6_20401057_HPV16_4331
4165-SS-31,E2F3,chr6,20401114,HPV16,3632,E2,9,18,-,+,Survirus,integration,neargenes,4165-SS-31_HPV16,4165-SS-31_E2F3,4165-SS-31_chr6_20401114,27,E2F3_chr6_20401114_integration_HPV16_3632,4165-SS-31_E2F3_chr6_20401114_HPV16_3632
4165-SS-31,MBOAT1,chr6,20401114,HPV16,3632,E2,9,18,-,+,Survirus,left_one,neargenes,4165-SS-31_HPV16,4165-SS-31_MBOAT1,4165-SS-31_chr6_20401114,27,MBOAT1_chr6_20401114_left_one_HPV16_3632,4165-SS-31_MBOAT1_chr6_20401114_HPV16_3632
4165-SS-31,CDKAL1,chr6,20401114,HPV16,3632,E2,9,18,-,+,Survirus,right_one,neargenes,4165-SS-31_HPV16,4165-SS-31_CDKAL1,4165-SS-31_chr6_20401114,27,CDKAL1_chr6_20401114_right_one_HPV16_3632,4165-SS-31_CDKAL1_chr6_20401114_HPV16_3632
4165-SS-31,ID4,chr6,20401114,HPV16,3632,E2,9,18,-,+,Survirus,left_two,neargenes,4165-SS-31_HPV16,4165-SS-31_ID4,4165-SS-31_chr6_20401114,27,ID4_chr6_20401114_left_two_HPV16_3632,4165-SS-31_ID4_chr6_20401114_HPV16_3632
4165-SS-31,LINC00581,chr6,20401114,HPV16,3632,E2,9,18,-,+,Survirus,right_two,neargenes,4165-SS-31_HPV16,4165-SS-31_LINC00581,4165-SS-31_chr6_20401114,27,LINC00581_chr6_20401114_right_two_HPV16_3632,4165-SS-31_LINC00581_chr6_20401114_HPV16_3632
4165-SS-24,TRERF1,chr6,42287532,HPV16,3189,E2,193,343,-,+,Survirus,integration,neargenes,4165-SS-24_HPV16,4165-SS-24_TRERF1,4165-SS-24_chr6_42287532,536,TRERF1_chr6_42287532_integration_HPV16_3189,4165-SS-24_TRERF1_chr6_42287532_HPV16_3189
4165-SS-24,MRPS10,chr6,42287532,HPV16,3189,E2,193,343,-,+,Survirus,left_one,neargenes,4165-SS-24_HPV16,4165-SS-24_MRPS10,4165-SS-24_chr6_42287532,536,MRPS10_chr6_42287532_left_one_HPV16_3189,4165-SS-24_MRPS10_chr6_42287532_HPV16_3189
4165-SS-24,UBR2,chr6,42287532,HPV16,3189,E2,193,343,-,+,Survirus,right_one,neargenes,4165-SS-24_HPV16,4165-SS-24_UBR2,4165-SS-24_chr6_42287532,536,UBR2_chr6_42287532_right_one_HPV16_3189,4165-SS-24_UBR2_chr6_42287532_HPV16_3189
4165-SS-24,GUCA1B,chr6,42287532,HPV16,3189,E2,193,343,-,+,Survirus,left_two,neargenes,4165-SS-24_HPV16,4165-SS-24_GUCA1B,4165-SS-24_chr6_42287532,536,GUCA1B_chr6_42287532_left_two_HPV16_3189,4165-SS-24_GUCA1B_chr6_42287532_HPV16_3189
4165-SS-24,PRPH2,chr6,42287532,HPV16,3189,E2,193,343,-,+,Survirus,right_two,neargenes,4165-SS-24_HPV16,4165-SS-24_PRPH2,4165-SS-24_chr6_42287532,536,PRPH2_chr6_42287532_right_two_HPV16_3189,4165-SS-24_PRPH2_chr6_42287532_HPV16_3189
4165-SS-24,TRERF1,chr6,42321319,HPV16,3813,E2,19,34,-,-,Survirus,integration,neargenes,4165-SS-24_HPV16,4165-SS-24_TRERF1,4165-SS-24_chr6_42321319,53,TRERF1_chr6_42321319_integration_HPV16_3813,4165-SS-24_TRERF1_chr6_42321319_HPV16_3813
4165-SS-24,MRPS10,chr6,42321319,HPV16,3813,E2,19,34,-,-,Survirus,left_one,neargenes,4165-SS-24_HPV16,4165-SS-24_MRPS10,4165-SS-24_chr6_42321319,53,MRPS10_chr6_42321319_left_one_HPV16_3813,4165-SS-24_MRPS10_chr6_42321319_HPV16_3813
4165-SS-24,UBR2,chr6,42321319,HPV16,3813,E2,19,34,-,-,Survirus,right_one,neargenes,4165-SS-24_HPV16,4165-SS-24_UBR2,4165-SS-24_chr6_42321319,53,UBR2_chr6_42321319_right_one_HPV16_3813,4165-SS-24_UBR2_chr6_42321319_HPV16_3813
4165-SS-24,GUCA1B,chr6,42321319,HPV16,3813,E2,19,34,-,-,Survirus,left_two,neargenes,4165-SS-24_HPV16,4165-SS-24_GUCA1B,4165-SS-24_chr6_42321319,53,GUCA1B_chr6_42321319_left_two_HPV16_3813,4165-SS-24_GUCA1B_chr6_42321319_HPV16_3813
4165-SS-24,PRPH2,chr6,42321319,HPV16,3813,E2,19,34,-,-,Survirus,right_two,neargenes,4165-SS-24_HPV16,4165-SS-24_PRPH2,4165-SS-24_chr6_42321319,53,PRPH2_chr6_42321319_right_two_HPV16_3813,4165-SS-24_PRPH2_chr6_42321319_HPV16_3813
4165-SS-24,RRAGD,chr6,89398427,HPV16,4828,L2,130,219,-,-,Survirus,integration,neargenes,4165-SS-24_HPV16,4165-SS-24_RRAGD,4165-SS-24_chr6_89398427,349,RRAGD_chr6_89398427_integration_HPV16_4828,4165-SS-24_RRAGD_chr6_89398427_HPV16_4828
4165-SS-24,UBE2J1,chr6,89398427,HPV16,4828,L2,130,219,-,-,Survirus,left_one,neargenes,4165-SS-24_HPV16,4165-SS-24_UBE2J1,4165-SS-24_chr6_89398427,349,UBE2J1_chr6_89398427_left_one_HPV16_4828,4165-SS-24_UBE2J1_chr6_89398427_HPV16_4828
4165-SS-24,ANKRD6,chr6,89398427,HPV16,4828,L2,130,219,-,-,Survirus,right_one,neargenes,4165-SS-24_HPV16,4165-SS-24_ANKRD6,4165-SS-24_chr6_89398427,349,ANKRD6_chr6_89398427_right_one_HPV16_4828,4165-SS-24_ANKRD6_chr6_89398427_HPV16_4828
4165-SS-24,GABRR2,chr6,89398427,HPV16,4828,L2,130,219,-,-,Survirus,left_two,neargenes,4165-SS-24_HPV16,4165-SS-24_GABRR2,4165-SS-24_chr6_89398427,349,GABRR2_chr6_89398427_left_two_HPV16_4828,4165-SS-24_GABRR2_chr6_89398427_HPV16_4828
4165-SS-24,LYRM2,chr6,89398427,HPV16,4828,L2,130,219,-,-,Survirus,right_two,neargenes,4165-SS-24_HPV16,4165-SS-24_LYRM2,4165-SS-24_chr6_89398427,349,LYRM2_chr6_89398427_right_two_HPV16_4828,4165-SS-24_LYRM2_chr6_89398427_HPV16_4828
4165-SS-25,NKAIN2,chr6,124867280,HPV16,2463,E1,6,11,-,+,Survirus,integration,neargenes,4165-SS-25_HPV16,4165-SS-25_NKAIN2,4165-SS-25_chr6_124867280,17,NKAIN2_chr6_124867280_integration_HPV16_2463,4165-SS-25_NKAIN2_chr6_124867280_HPV16_2463
4165-SS-25,TRDN,chr6,124867280,HPV16,2463,E1,6,11,-,+,Survirus,left_one,neargenes,4165-SS-25_HPV16,4165-SS-25_TRDN,4165-SS-25_chr6_124867280,17,TRDN_chr6_124867280_left_one_HPV16_2463,4165-SS-25_TRDN_chr6_124867280_HPV16_2463
4165-SS-25,RNF217-AS1,chr6,124867280,HPV16,2463,E1,6,11,-,+,Survirus,right_one,neargenes,4165-SS-25_HPV16,4165-SS-25_RNF217-AS1,4165-SS-25_chr6_124867280,17,RNF217-AS1_chr6_124867280_right_one_HPV16_2463,4165-SS-25_RNF217-AS1_chr6_124867280_HPV16_2463
4165-SS-25,TRDN-AS1,chr6,124867280,HPV16,2463,E1,6,11,-,+,Survirus,left_two,neargenes,4165-SS-25_HPV16,4165-SS-25_TRDN-AS1,4165-SS-25_chr6_124867280,17,TRDN-AS1_chr6_124867280_left_two_HPV16_2463,4165-SS-25_TRDN-AS1_chr6_124867280_HPV16_2463
4165-SS-25,RNF217,chr6,124867280,HPV16,2463,E1,6,11,-,+,Survirus,right_two,neargenes,4165-SS-25_HPV16,4165-SS-25_RNF217,4165-SS-25_chr6_124867280,17,RNF217_chr6_124867280_right_two_HPV16_2463,4165-SS-25_RNF217_chr6_124867280_HPV16_2463
4165-SS-48,CNOT4,chr7,135391967,HPV16,3097,E2,1,2,+,+,Survirus,integration,neargenes,4165-SS-48_HPV16,4165-SS-48_CNOT4,4165-SS-48_chr7_135391967,3,CNOT4_chr7_135391967_integration_HPV16_3097,4165-SS-48_CNOT4_chr7_135391967_HPV16_3097
4165-SS-48,STRA8,chr7,135391967,HPV16,3097,E2,1,2,+,+,Survirus,left_one,neargenes,4165-SS-48_HPV16,4165-SS-48_STRA8,4165-SS-48_chr7_135391967,3,STRA8_chr7_135391967_left_one_HPV16_3097,4165-SS-48_STRA8_chr7_135391967_HPV16_3097
4165-SS-48,NUP205,chr7,135391967,HPV16,3097,E2,1,2,+,+,Survirus,right_one,neargenes,4165-SS-48_HPV16,4165-SS-48_NUP205,4165-SS-48_chr7_135391967,3,NUP205_chr7_135391967_right_one_HPV16_3097,4165-SS-48_NUP205_chr7_135391967_HPV16_3097
4165-SS-48,WDR91,chr7,135391967,HPV16,3097,E2,1,2,+,+,Survirus,left_two,neargenes,4165-SS-48_HPV16,4165-SS-48_WDR91,4165-SS-48_chr7_135391967,3,WDR91_chr7_135391967_left_two_HPV16_3097,4165-SS-48_WDR91_chr7_135391967_HPV16_3097
4165-SS-48,STMP1,chr7,135391967,HPV16,3097,E2,1,2,+,+,Survirus,right_two,neargenes,4165-SS-48_HPV16,4165-SS-48_STMP1,4165-SS-48_chr7_135391967,3,STMP1_chr7_135391967_right_two_HPV16_3097,4165-SS-48_STMP1_chr7_135391967_HPV16_3097
4165-SS-31,GTF2IRD2,chr7,74869937,HPV16,1554,E1,3,6,-,+,Survirus,integration,neargenes,4165-SS-31_HPV16,4165-SS-31_GTF2IRD2,4165-SS-31_chr7_74869937,9,GTF2IRD2_chr7_74869937_integration_HPV16_1554,4165-SS-31_GTF2IRD2_chr7_74869937_HPV16_1554
4165-SS-31,NCF1,chr7,74869937,HPV16,1554,E1,3,6,-,+,Survirus,left_one,neargenes,4165-SS-31_HPV16,4165-SS-31_NCF1,4165-SS-31_chr7_74869937,9,NCF1_chr7_74869937_left_one_HPV16_1554,4165-SS-31_NCF1_chr7_74869937_HPV16_1554
4165-SS-31,CASTOR2,chr7,74869937,HPV16,1554,E1,3,6,-,+,Survirus,right_one,neargenes,4165-SS-31_HPV16,4165-SS-31_CASTOR2,4165-SS-31_chr7_74869937,9,CASTOR2_chr7_74869937_right_one_HPV16_1554,4165-SS-31_CASTOR2_chr7_74869937_HPV16_1554
4165-SS-31,RCC1L,chr7,74869937,HPV16,1554,E1,3,6,-,+,Survirus,left_two,neargenes,4165-SS-31_HPV16,4165-SS-31_RCC1L,4165-SS-31_chr7_74869937,9,RCC1L_chr7_74869937_left_two_HPV16_1554,4165-SS-31_RCC1L_chr7_74869937_HPV16_1554
4165-SS-31,GTF2I,chr7,74869937,HPV16,1554,E1,3,6,-,+,Survirus,right_two,neargenes,4165-SS-31_HPV16,4165-SS-31_GTF2I,4165-SS-31_chr7_74869937,9,GTF2I_chr7_74869937_right_two_HPV16_1554,4165-SS-31_GTF2I_chr7_74869937_HPV16_1554
3687-SS-11,CENPP,chr9,92599896,HPV16,3624,E2,8,12,-,+,Survirus,integration,neargenes,3687-SS-11_HPV16,3687-SS-11_CENPP,3687-SS-11_chr9_92599896,20,CENPP_chr9_92599896_integration_HPV16_3624,3687-SS-11_CENPP_chr9_92599896_HPV16_3624
3687-SS-11,ECM2,chr9,92599896,HPV16,3624,E2,8,12,-,+,Survirus,left_one,neargenes,3687-SS-11_HPV16,3687-SS-11_ECM2,3687-SS-11_chr9_92599896,20,ECM2_chr9_92599896_left_one_HPV16_3624,3687-SS-11_ECM2_chr9_92599896_HPV16_3624
3687-SS-11,IPPK,chr9,92599896,HPV16,3624,E2,8,12,-,+,Survirus,right_one,neargenes,3687-SS-11_HPV16,3687-SS-11_IPPK,3687-SS-11_chr9_92599896,20,IPPK_chr9_92599896_right_one_HPV16_3624,3687-SS-11_IPPK_chr9_92599896_HPV16_3624
3687-SS-11,MIR4670,chr9,92599896,HPV16,3624,E2,8,12,-,+,Survirus,left_two,neargenes,3687-SS-11_HPV16,3687-SS-11_MIR4670,3687-SS-11_chr9_92599896,20,MIR4670_chr9_92599896_left_two_HPV16_3624,3687-SS-11_MIR4670_chr9_92599896_HPV16_3624
